room id,star rating,Accuracy,Communication,Cleanliness,Location,Check In,Value,comments
,,,,,,,,"When we arrived, Karenin was just leaving the house so we were able to visit with her briefly and she should us around the house.  She's absolutely lovely and we really enjoyed her place.  I had my in-laws visiting from the UK and the location was perfect for us to walk around the downtown area.   We were able to walk just a couple of blocks to Rainey St. and to food trucks down the street.  Beds were very comfortable, the house was spotless, and Karenin left us some goodies in the fridge.  It was perfect.  "
345221,4.5,10,9,9,10,9,8,"Cecily's place was in a great location and very convenient to 6th Street and the Convention Center and other SXSW locations. Bonus points for being near Whole Food as well.
Plenty of space with the two bedrooms and was pretty comfortable.
The only problem was that it was difficult to get Wifi in the house, although when we went out to the patio/porch as was suggested it worked much better.
"
,,,,,,,,"We enjoyed staying at Cecily's house in Downtown Austin. Close, very close to the fantastic SXSW festival. We really felt at home and had a nice stay. The house was really relaxing and tidy and Cecily was so kind to leave us breakfast. We found a Whole Foods close-by so everything was perfect. Thanks Cecily"
,,,,,,,,"Great place and wonderful downtown location in Austin!
Would highly recommend!"
1683591,5,10,10,10,10,10,10,Heather was great right from the start! There was a problem with a leak prior to our arrival and Heather diligently attended to the matter and updated us regarding the process of repair. Everything went well thanks to her hospitality and general awesomeness! 
,,,,,,,,"Great apartment with pretty much EVERYTHING you need. Plenty of towels, blankets, pillows, etc. It is a great location on South Congress close to restaurants, shops, coffee, etc. Getting picked up in a cab or ride is pretty easy from there as well if you want to go up north or anywhere else. 

Heather was VERY easy to get in touch with. She was very communicative and wanted to make sure that we enjoyed our stay. 

We had eight people stay in her place and it was comfortable. "
,,,,,,,,"Heather's place is great for a big group that wants to get everything out of a weekend in Austin that they can.  While only two bedrooms, Heather supplies all that you need to have a large group around 14-16 and still feel very comfortable and at home.  It was so easy to explore South Congress and downtown Austin.  Check in and check out was so easy, and we always felt safe and welcome in the apartment complex.  Would highly recommend to anyone who wants to visit Austin with any size group and any goal for the weekend, be it to site see, party, or just relax."
,,,,,,,,"Great, the location is very good, and the host is kind and give us a very good info about the house and its facility.
Highly recommend for the group of 10-12 people."
,,,,,,,,Heather was a fantastic host.  She worked with our last minute booking for her home and was a great host!
,,,,,,,,The location was perfect. Right in the middle of Austin. There were soo many things to do. The apt was extremely nice and had everything that we needed for our stay. We had 14 people in the apt and everyone slept comfortably. We couldn't have asked for a better host and place to stay! I highly recommend it! 
,,,,,,,,Heather is incredibly kind and helpful.  She went above and beyond even before we booked her home for the weekend.  Can't thank her enough for her welcoming messages and responsiveness.  You will not be disappointed :) Thanks Heather!
,,,,,,,,"My first AirBNB experience was here at Heather's SOCO apartment. I would highly recommend, it was everything Heather described plus some! Heather was also an amazing host could not of asked for anything more."
,,,,,,,,"Heather was an extremely helpful and responsive host, couldn't have had better experience "
,,,,,,,,We had a great time. Heather was very responsive and helped us throughout the entire trip. I would highly recommend staying here when in Austin!
,,,,,,,,"It was more than we expected.   best location in Austin, and better than any hotel we could have chosen, at a lower price.  We would stay here every time."
,,,,,,,,"Eleven friends and I had a great stay at Heather's!  Great communication and she's very helpful. Would definitely do it again. Thanks, Heather! "
